text,labels
@marialves53 @Messe11 @cowdisley @DavLucia @1alert1 @agustin_gut @AndreWisniewsk2 @AlessandraCicc6 @albertopetro2 @migliaccio31 @claudioborlotto @scastaldi9 @PacodaCamino @hermete3 @ceconomou56 @eigglezaki @NadiaZanelli1 @smc_su @doritadia @neblaruz @yianniseinstein @Matibo11 @lev_yurij @Make_u2_happy @Dominiquepucini @BB_Aesztia @ValerioLivia @martinis2018 @Rebeka80721106 @kapii7 @MariangelaSant8 @bmarczewska @monica74761144 @CristianeGLima @BrindusaB1 @ritamay1 @DeTwiterr @FriendArt_ @MaxPriviero @anne_camozzi @cmont4560 @lissablu68 @CaterinaCategio @ampomata @Amyperuana @paoloigna1 @licprospero @BaroneZaza70 Buon pomeriggio cara Maria  📷Gori  #arte #art #ArtLovers Due donne che corrono sulla spiaggia  Pablo Picasso 1922 https://t.co/XZ5u1RWaYc,joy (R)
"Scusate ma dopo i vari inutili Damante, Stefano Sala e Francesco Monte un personaggio maschile come Tommaso Zorzi ce lo meritavamo anche Non siate pesanti su#GFvip https://t.co/kGG6rW1BpO",joy (R)
HAHAHAHAHHAAHHAHA CUTE,joy (R)
Morto Philippe Daverio. Il salto da fascista e razzista antimeridionalista a Santo avviene in un attimo.#Daverio,anger (W)
@Adnkronos Che bella democrazia...Che brutta figura .Quando i signori della moda capiranno che non sono loro i padroni dell'Italia..Anzi la Gucci ha ben poco di italiano..,anger (W)
"Prima amichevole ingiudicabile ma…Emil #Roback, classe 2003. 👀 #MilanNovara",anger (W)
Che volata di Kristoff! 😳✌ #TDF2020,joy (R)
big crush da sempre e per sempre bono pure brizzolato ma che è 🅰️🅾️,joy (R)
"Ho tolto l’amicizia ad alcuni negazionisti del COVID sobillatori, a quelli che mancano di rispetto a chi si è ammalato o a chi è morto.Pubblicano post di movimenti della destra radicalE filonazista probabilmente senza neanche esserne consapevoli.Basta.#COVIDー19 #31agosto",anger (W)
"Che faccia, povero #Pinot 😖😓😭#TDF2020",sadness (E)
"Lungi da me essere fan di @zaiapresidente, ma dubito abbia fatto sparate tali, nelle news non c'è. Cadono le braccia  vedendo a cosa crede la gente (cadrebbero di più se fosse vero), basta pubblicare una cazzata senza alcuna fonte, e giù a bersela... #laPeggiore_DESTRA_diSempre",anger (W)
Fuori i cinesi dall'Italia assieme al komiko #Grillo e #Dimaio che con le loro politiche demenziali stanno portando l'Italia alla deriva. #Grillo vista l'età trovati un cantiere come fanno tutti i vecchietti del mondo e smettila di fare danni agli italiani.,anger (W)
@SkySportF1 Spero che i sponsor lascino la Ferrari,anger (W)
@1897_frank È forte però a me non ha mai entusiasmato preferirei Suarez sarebbe 🔝🔝🔝,joy (R)
La @senborgonzoni oggi non ci parla del suo compagno di partito #cavazza accusato di induzione alla prostituzione minorile? Con #bibbiano ci scassa invece ancora i maroni..,anger (W)
100 copertine 100 storie 100 cover star sul numero di settembre di Vogue Italia -  #copertine #storie #cover #numero  https://t.co/D9B5D7RQcl,joy (R)
"Passo da #Binottodimettiti a #Binottoammazzati. Senza dignità, mah. #Ferrari #Formula1",anger (W)
@claudio_2022 #Lamorgese non hanno pane ? Che mangino le brioches... farà la stessa fine.,anger (W)
GOLDEN GOOSE QUANTO BELLA È,joy (R)
@Adnkronos #Lamorgese lo prende nel c.lo senza #vasellina 🤣#TarL'ordinanza è #legittima perché su materia sanitaria e il governatore ha il potere di farla applicare in forza dell'articolo 31 dello Statuto della Sicilia (regione autonoma).https://t.co/gLUDyhlRNI,anger (W)
Non capire un cazzo livello #Actarus#Trump#Portland#MAGA#KAG2020,anger (W)
@willbeokayari @BTS_twt BELLISSIMI https://t.co/CetH37GrvR,joy (R)
"Ma come si fa a non augurare a questi personaggi un pochettino di contagio? Sgarbi: ""A Sutri multe a chi porta la mascherina senza necessità"" https://t.co/D3eiP58C7E",anger (W)
Il primo amore non si scorda mai Auguri ❤#HappyBirthdayLiamPayne https://t.co/2ilwyIfmMw,joy (R)
Donne coraggiose 💜,joy (R)
"siete solo capaci di seminare odio, razzismo, xenofobia. usate quei poveri cristi di migranti come leva politica e sapete benissimo che loro non vogliono l'Italia. non fate altro che dividere le persone mettendole le une contro le altre. vergognatevi #laPeggiore_DESTRA_diSempre",anger (W)
"@ilPortaborse_ Ok, li inquieta. Ma in soldoni, se perdono anche la #Toscana, si levano dal cazzo o no ?",anger (W)
"La destra è da sempre il peggior male assoluto di tutti i tempi e sarà per sempre il cancro di tutte le generazioni, ecco perché non c’è #laPeggiore_DESTRA_diSempre.",anger (W)
io non sto piangendo giuro #JUNGKOOK #JungkookDay #jungkookbirthday,sadness (E)
"Nessun attore avrebbe potuto interpretare Özgür meglio di Can Yaman. Can è un gioiello prezioso, ha un talento infinito, un’anima bellissima, ma solo per chi lo sa capire. 🤍✨#ProudToBeYanlış https://t.co/2A6W2UJznq",joy (R)
@tommaso_zorzi non vedo l’ora di vederti !!  #GFVIP https://t.co/d0nQuH0seB,joy (R)
"Non ho guardato il cellulare era un po’ di ore, entro su Twitter e vedo questo. Mi è venuto un infarto #theboysareback",joy (R)
"È già passato quasi un anno madonna, oggi gli tocca il trattore che tristezza...",sadness (E)
Mentre penso alla torta che gli faranno tutti insieme al piccolo coniglietto 🥺💜#JungkookDay #JUNGKOOK https://t.co/BpiFqaT9UD,joy (R)
"@MPSkino Da professionista (molto) affermato, con tanta clientela di sinistra, posso dire che non hai capito molto della #Destra#Bannon è solo uno dei tanti che ha detto la sua.#Meloni sta nel solco #destra italiana#laPeggiore_DESTRA_diSempre x la sinistra..VERO!! Lo dicono i numeri.",anger (W)
"Ammetto che non ascolto molto Zayn perché non è proprio il mio genere, però ci sono alcune sue canzoni che adoro come Let Me. Anche se non è proprio il mio genere, io supporteró sempre Zayn cosi come supporto gli altri. ❤❤❤👍STREAM ICARUS FALLS https://t.co/IBfWel82dY",joy (R)
quanto cazzo mi rode non essere stata lì,sadness (E)
"@TizianoFerro Il suo cuore era pieno di Amore, quell'Amore che non aveva mai conosciuto e che voi gli avete donato incondizionatamente. Il tempo ha senso per noi umani, sono sicura che questi 4 mesi hanno cancellato in lui tutto il dolore vissuto.",joy (R)
"Quello della Ferrari non è fallimento, siamo purtroppo ben oltre... #BelgianGP",anger (W)
@EugenioCardi Mandate l'aviazione  a bombardare lampedusa. Fermate l'invasione!!!! Pagliacci...,anger (W)
Di Cavazza non ne parla er cazzaro verde #salvinimerda,anger (W)
@ScuderiaFerrari BINOTTO SE VUOI BENE ALLA FERRARI DIMETTITI IMMEDIATAMENTE,anger (W)
"In tutto questo le forze dell'ordine, interpellate dai volontari che cercano di aiutare alcune di queste persone, minori stranieri non accompagnati, si dichiarano incompetenti e consigliano ai volontari di tornare a farsi i fatti propri.Sicilia, anno razzista 2020. /6",anger (W)
"#Incipit@CasaLettori Avrei potuto prevederlo, se solo fossi stata piú attenta.Il suo sguardo nella fotografia rivela un senso di abbandono che non avevo mai notato prima.Antigua, vita mia - Marcela Serrano https://t.co/aNNtvbDhVt",sadness (E)
Quale sarebbe la versione liberale di un uomo di 80 anni che si sbatte una prostituta minorenne?,anger (W)
"@MadameA02 Davvero, per me assolutamente la migliore #Rummo",joy (R)
"@archeofe Una mia conoscente con entrambi i genitori lavoratori in nero, ha studiato gratis con mensa, alloggio, libri, autobus tutto pagato perché isee pari a 0. Lei vacanze lussuose, iPhone, roba firmata, ogni sfizio tolto, io a fare tirocinio per 100€ al mese",anger (W)
CHE CAZZO STA SUCCEDENDOOO #FREEZAYN,anger (W)
Sì che bello!!! Anche alla sera !!!! 😍😍😍😍😍😍,joy (R)
"Non si capisce perché se il drone aveva visto il primo giorno delle ricerche il corpo di Viviana, ci son voluti 4 giorni per ritrovarlo.rimane un mistero, se qualcuno ha perso tempo per inquinare le prove ne dovrà rispondere prima o poi ai magistrati.",anger (W)
Terrapiattisti finiscono a Ustica tentando di scoprire il Finis terrae https://t.co/vpkuKUgj4k via @SkyTG24.                                          Da rinchiudere e buttare la chiave!😆,anger (W)
faccia di cazzo..,anger (W)
"Infezione da batterio a Verona, in un reparto maternità: una strage.😢(Zaia ha già detto che si mangiano i topi vivi? )",sadness (E)
"Scusate se ci sono errori di distrazione o grammaticali, ma non lo voglio rileggere o piango#happyBirthdayJungkook#StillWithYouJungkook#JungkookDay @BTS_twt https://t.co/z3xn7IRj6P",sadness (E)
"#TaglioParlamentari•#DiMaio: ""prima votano SÌ e poi cambiano idea, ce lo aspettavamo"".Mica come il #M5S 👇🏼😂👇🏼•NO tav•NO tap•NO ilva•NO Gronda•NO #PD•NO renzi•NO F35•NO €URO•NO #PortiAperti•NO 3° mandato•NO alleanzePoi tutto l'opposto. https://t.co/y0g4SErGos",anger (W)
"Hanno messo in piedi colate di fango, articoli, slogan, battutacce, hashtag, e offese su #Salvini che passa una giornata di ferie al #Papeete : tacciono sereni e tranquilli su #DiMaio che se ne strafotte del paese, sta in barca, e tromba in mare...Così funziona in #Italia",anger (W)
"Madonna, ragazzi, ma ci pensate a quanto è potente il nostro Paese che ha costretto tutto il resto del mondo a inscenare questa pantomima del #COVID per evitare di andare alle prossime elezioni?( Barbara Giannini @aidalemon )#30Agosto #elezioni #Italia",anger (W)
Piange il cuore,sadness (E)
@Kotu_kral_yaman @mikelamiky1102 @aydan_m_ Grazie mille Aydan da parte mia per non lasciare mai solo Can😘❤️#ProudToBeYanlış,joy (R)
#29Agosto Domattina sulle vostre casette troverete lì draghi dell'Armata Celeste !MISERABILI !#COVIDー19 https://t.co/cxB5u0Jxcb,anger (W)
Azione...reazione. E ora a processo. #laPeggiore_DESTRA_diSempre #Cavazza #facciamorete https://t.co/NLc3YjK3Th,anger (W)
"Che si faccia luce, al più presto. E che al più presto #Fontana e #Gallera smettano di fare dannihttps://t.co/bz4JjpEuJZ",anger (W)
Chiosa sugli effetti dello stop #NBA:1-La gente è più incazzata di prima e in pochi guarderanno i PO2-giocatori e lega non perdono 1 euro3-lo stop non ha cambiato nulla sulla situazione sociale USA.4-quando son ballati i soldi tutti muti a giocare in silenzio e a testa bassa,anger (W)
"Sono d'accordo, anchi'io  mi asterrò dal consumare i prodotti barilla",anger (W)
"@robyeasy @White_artemis0 @Riccardo_ScZ @perchetendenza No, si scontra anche con i canoni estetici attuali, è oggettivamente brutta. #GUCCI ha fatto questa provocazione per far parlate di sé, l'ha usata per provocare una reazione, riuscendoci, non perché ritiene sia bella.",anger (W)
"@GiuseppeConteIT Signor presidente, la nostra posizione ufficiale resta quella del pesce in barile con sfumature fischiettanti facendo finta di nulla o prendiamo posizione chiara? Svegli il sirenetto abbronzato @luigidimaio , vogliamo l’Italia con l’Europa.",anger (W)
"🚴‍♂️ #Ciclismo #TourdeFrance 🇨🇵Vince 🇳🇴 Alexander Kristoff del team UAE la prima tappa del Tour de France!Il norvegese è, così, la prima maglia gialla e maglia verde di questa edizione 👏#TdF2020 #TDFunited #RaiTour https://t.co/GoSgkktedP",joy (R)
@POPOLOdiTWlTTER Meno arrivi dove ?? In Friuli?? Vieni in Sicilia così ti rendi conto di persona quanto siamo incazzati!! ..Nel frattempo ripassati i VESPRI SICILIANI..,anger (W)
@vale__ci Pirlo è semplicemente il primo allenatore a voler giocare 3-5-2 da quando Bernardeschi è dai gobbi.E quello è uno dei ruoli dice ha giocato più spesso nella Viola con P.Sosa.Quindi Pirlo non trasforma nulla.Lo rimette solo nel suo vecchio ruolo.La stampa italiota 🙄,anger (W)
"Così @pbersani voterà SI, con motivazioni tutte tatticiste e politiciste: non deludere la destra populista M5S (il governismo sempre e comunque) e la promessa di  qualche magheggio per rimanere inutilmente in Parlamento. Il triste nulla di un ex leader senza più idee.#iovotoNO",anger (W)
@borjavalero20 @Inter Ciao Borja... grazie a te per averla indossata con onore! Ci hai insegnato cosa vuol dire essere un professionista serio altro che quella patacca di Icardi !  Buona fortuna,joy (R)
ciao ragaaaaa non vedo l’ora di vedere i #VMAs,joy (R)
@robersperanza @salvadorilla #Lamorgese lo prende nel c.lo senza #vasellina 🤣#TarL'ordinanza è #legittima perché su materia sanitaria e il governatore ha il potere di farla applicare in forza dell'articolo 31 dello Statuto della Sicilia (regione autonoma).https://t.co/gLUDyhlRNI,anger (W)
rischiamo tutti la galera ma PORCA TROIA #larriesgoingtojailparty https://t.co/65NbtbFLZu,anger (W)
"Sta sereno, per capi d'imputazione diversi da quelli del tuo capitone ma sicuramente andrai a processo.#legamerda#Cavazza https://t.co/exXM7mqUy5",anger (W)
E comunque sicuramente questi 4 mesi fuori dal canile saranno stati i migliori della sua vita.. è stato un gesto bellissimo adottarlo e dargli tutto questo amore,joy (R)
@Melissa67674234 Eh sì ha 4 mesi ed è un pazzo che salta ovunque 😔 grazie!! 🤍,joy (R)
che cuori ❤️,joy (R)
Comunque più i giorni passano e più mi rendo conto di quanto kookie possa essere prezioso... basti pensare ai suoi occhi che sembrano contenere una galassia. È una rarità che va protetta ma soprattutto amata  col profondo del cuore💜#JungkookDay https://t.co/X1UjlLUCi2,joy (R)
Oggi io ed Ale facciamo 13 anni e 6 mesi o 164 mesi o 4.992 giorni. 💚 https://t.co/tmwRQcsPBn,joy (R)
quanto è bella,joy (R)
AOOOOO VOI QUALE STATE ASCOLTANDO?STREAM ICARUS FALLS https://t.co/6oac0TBrdP,joy (R)
"Penso tu abbia perfettamente ragione, anche io penso che una cosa non giustifica/elimina l'altra, sono entrambe da CONDANNARE in maniera decisa. Se i partiti non faranno ""pulizia"" al loro interno....NON ce la faremo MAI.",sadness (E)
Ma vogliamo lasciare in pace il Falco della Regina una buona volta? https://t.co/tNhEfBwrK0 via @wordpressdotcom,anger (W)
"Sguardi che sanno parlare, solo Can Yaman può fare tutto questo ✨#ProudToBeYanlış",joy (R)
Bella squadra sta facendo il Chelsea.. con giovani e giocatori di esperienza 👏🏻👏🏻👏🏻,joy (R)
"@Sydilvizioso @ScuderiaFerrari Io la seguo molto invece! 😊😊 Però vedere un team di pezzenti fa malissimo. Che poi, sai, se quel team si chiamasse #Carterham o #Marussia potrei capire; ma la #Ferrari che arriva ultima su una pista di motore, proprio no!!",anger (W)
"il 3 settembre è il compleanno di una ragazza che mi ha mostrato tanto che ha saputo rendere le sue insicurezze la parte migliore di lei superando ogni pregiudizio, una ragazza che ammiro moltissimo. park sooyoung meriti qualsiasi cosa ti renda felice.✨ #JoyIsOurJoy",joy (R)
@ozgecangurel Ci regala questa bellissima foto...Brilla sempre...la tua bellezza ed eleganza di rendono speciale   #ProudToBeYanlış https://t.co/gf84j5VZbD,joy (R)
Parlano e parliamo troppo del pistolero #SuarezLa cosa mi preoccupa la #Juve non fa uscire un cazzo quindi calma,anger (W)
"⚠️ Ad oggi, 31 agosto, nel 2020 sono arrivati in Italia 19.194 irregolari con un incremento del 275% rispetto allo scorso anno! Non ci si può stupire se aumentano le truffe mentre riprende piede il business dell'accoglienza, come dimostrano le indagini su sedicenti cooperative!",anger (W)
Non è Lercio 😂😂😂,joy (R)
"CONTE,LAMORGESE,PD, 5STELLE, ATTENZIONE A SCHERZARE CON IL FUOCO!!PRIMA O POI CI SI BRUCIA!!GOVERNO INCAPACE!!",anger (W)
"#f1 #GPBelgium #binotto: ""Ci mancano potenza e carico aerodinamico"". Come dire: peccato che partecipiamo alla F1, altrimenti sarebbe una cosa da niente... #Ferrari",anger (W)
#DoveVorremmo rimanere...Ho buttato la chiavee sono ancora lì. 🤗@UnTemaAlGiorno https://t.co/63hoH9uAVa,joy (R)
"Ho appena letto il “cast” della nuova edizione del #GFVip. Parliamo di un programma televisivo di merda ovviamente, ma gli ascolti sono alti. Perché noi gay dobbiamo sempre essere rappresentati dal solito frocio di turno?",anger (W)
La metto anche io anche se non penso scriverà mai niente nessuno😂https://t.co/4vnRYoBR3U,joy (R)
Innamorata😍😍,joy (R)
"@LePortinaie Cazzo lo dicevo a mia moglie, siamo rimasti in Sardegna ed han portato la merda più nera... Io volevo andare in Polonia e mi han fatto ostracismo",anger (W)
"Ricordate un altro centrocampista di 17 anni così forte, così completo e così autorevole in mezzo a compagni e avversari che hanno pure il doppio della sua età? https://t.co/XFpjCEZejx",joy (R)
raga che sia she o che sia golden sticazzi basta che droppa qualcosa perchè tanto sono entrambe favolose,joy (R)
"Una roba così indecente a #Spa, tempio #Ferrari. Incredibile. Altro che modifiche, per #Monza con queste velocità di punta è richiesto un miracolo!",anger (W)
@dukana2 28 dispersi in Piemonte...4 ponti crollati..paesi allagati..strade bloccate. Ma ovviamente la priorità rimane la TAV.. 😠🤮..sempre peggio..,anger (W)
L'Italia cade a pezzi è il nostro sig. Pochette pensa alle mascherine e alla tombola anticontante   !!!!  Che disastro !!!!!!!!!!!!!!,sadness (E)
"#ParliamoDAltro_perfavore 1) Ho iniziato a portare via i miei ricordi dalla casa in Paese dove andavo d'estate. Lì c'era mia nonna, i miei cugini, è il posto dove ho portato la mia 1°figlia appena nata. Poi la venderò, è troppo grande, tutta da ristrutturare. MI dispiace.",sadness (E)
ma quale dittatura comunista ma di quale Italia sta parlando questa,anger (W)
"Sono contentissimo per ciò che è successo stamattina, ma volevo dire che è già un'opera vecchia e funziona solo ora...classico italiano #Mose",joy (R)
"I numeri del Piemonte sono tornati a terrorizzarmi. Solo che ora non siamo chiusi in casa, quindi sono ancora più terrorizzata. La gente se ne sbatte altamente, cioè sembra che gli unici rimasti a rispettare le regole siamo io e altri tre cretini.",fear (Q)
@TgLa7 la Notizia sul processo Salvini ? Delusi ? La Vs faziosità supera ogni limite! 👎👎👎👎👎👎La morte del giornalismo!!! A quando la convocazione dei Ponzio Pilato? #IostoconSalvini. #NOprocessipolitici,anger (W)
"Buon compleanno alla persona le cui parole sono fonte di salvezza, un poeta con un talento straordinario. Tanti auguri a te Namjoon che mi aiuti ogni giorno sempre di più a credere nei miei sogni e ad amarmi💜@BTS_twt  #NamjoonDay #HappyBirthdayNamjoon https://t.co/AoS2aBGk14",joy (R)
"Happy Birthday Nam 💜🍀💜 sei il leader migliore che esista, ti auguro il meglio del meglio, I LOVE YOU SO MUCH 🥺❤❤❤ #HappyBirthdayNamjoon #HappyNamjoonDay #NamjoonDay #RMBirthday https://t.co/Mnj5IRFpZL",joy (R)
"comunque secondo me alla fine ci sta che bellamy sia morto, MA NON COSÍ CAZZO  #The100",anger (W)
"Tutto quello che vorrei dirti non bastano per ringraziarti della tua esistenza. Auguri leader, orsacchiotto, gigante buono #HappyBirthdayNamjoon https://t.co/wW2FlmQ8pO",joy (R)
"Tantissimi auguri a Kim Namjoon, al leader, a RM,membro e persona migliore del mondo. Al mio posto sicuro. Alla persona che grazie alle sue canzoni, ad ogni parola riesce a farmi trovare quel senso di quiete ed equilibrio   #HappyBirthdayRM #NamjoonDay  #LoveJoonMoreThanLove https://t.co/CjinOGIxgQ",joy (R)
"@FedeFeee @martyisnt96 Idem. Io avevo 9 anni, stavo guardando la Melevisione prima di iniziare coi compiti, e quando hanno interrotto con lo speciale e hanno mostrato le torri che venivano giù, ho chiamato mia mamma urlando. Mi sono spaventata tantissimo.",fear (Q)
hai rotto il cazzo #the100 #jasonrothenbergisoverparty,anger (W)
"#11settembre2001 è stato il giorno più brutto di sempre, dopo 19 anni e una #pandemia di #Covid_19 il mondo cerca faticosamente di ripartire. #NewYork #September11 #WorldTradeCenter #TorriGemelle #TwinTowers #11septembre2001 #911anniversary #911Remembered #911neverforget",sadness (E)
"@SteenMcJones Del debbio è sempre stato un grande a controbattere in modo verbale, cose che non sono corrette, ma questa volta si carpiva nelle rime che c’era odio verso grillo.... e sinceramente è riuscito a gestirlo dignitosamente! Grande!!!",joy (R)
Che belliiiiii😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,joy (R)
#HappyBirthdayNamjoon  Auguri a te che in poco tempo mi hai fatto innamorare della vostra musica. ❤️🥳  @bts_bighit,joy (R)
sto piangendo l’anima....😭,sadness (E)
Mugello tanto tanto bello. Mugello tanto tanto stretto. Sarà più divertente per i piloti che per noi. #TuscanGP #F1,joy (R)
"Namjoon è una di quelle persone a cui puoi fare affidamento sempre. È la fiducia in persona,, in poche parole è perfetto #thank_you_남준이가_돼줘서 #HappyBirthdayNamjoon",joy (R)
"@anikeatable @Fedez @matteorenzi A si? Per te è un disegnino di merda? Veramente se il tuo ragazzo negherebbe questo, la laurea si andrebbe staccata, ma bisognerebbe fargliela mangiare. Capra!",anger (W)
Tanti auguri al leader migliore del mondo❤️❤️ love u so much #HappyBirthdayNamjoon https://t.co/ujEYdnjQab,joy (R)
"Happy birthday a questa bellissima, sensibile, speciale e inteliggentissima persona e al miglior leader che un gruppo possa desiderare💜. AUGURI AL NOSTRO PRESIDENTE, I PURPLE YOU💜🥺 #HappyBirthdayNamjoon #JOONIEDAY #joon #NamjoonDay #bias #bts https://t.co/BsdbQ4tWuq",joy (R)
AMORE DELLA MIA CAZZO DI VITA TI AUGURO TUTTO QUELLO DI BELLO CHE C’E NEL MONDO. TUTTI STI ANNI CON TE SONO STATI QUASI UN PARADISO. TI RINGRAZIO PER QUESTO E TI AMO #HappyBirthdayNamjoon https://t.co/pQiX02qdR4,joy (R)
"GRAZIE PER ESSERE L'UOMO CHE SEI KIM NAMJOON, GRAZIE DAVVERO, GRAZIE PER ESSERE UN'ISPIRAZIONE PER MOLTI DI NOI, TI MERITI IL MONDO💜💜#HappyBirthdayNamjoon https://t.co/XuxVq5Rrvg",joy (R)
"Ma cosa vuoi spiegarle, tra lei e Barbia Stocazzo non fanno un neurone in due",anger (W)
"Grazie per quello che fai ogni giorno, per aver deciso di condividere il tuo talento con tutti noi, per essere un vero leader e la persona che sei. 너무 사랑해 💜💜 #HappyBirthdayNamjoon #thank_you_남준이가_돼줘서 #사랑한다는_말보다_더_사랑해_남준아 https://t.co/wLludKiKV1",joy (R)
#HappyBirthdayNamjoon Auguri a te che sei la stella più luminosa che esista. Auguri a te che rendi migliori le mie giornate. A te che sei fonte di ispirazione e modello da seguire. Ti amo con tutto il cuore ♡ https://t.co/zITNyj1CX2,joy (R)
"💖Portiamo via cn noi,nel❤️Emozioni indimenticabili,indescrivibili&amp;la ns Promessa❣️😍Grazie Amore mio immenso💗💝😘Per 1°esisti tu♥️🎶Xsempre noi💕Ti amo Leo😍💞#5agosto #11settembre #vacanze🏝️ #Costazzurra #Mykonos #Santorini #Ibiza #Formentera #Lisbona #Venezia #Verona #Liguria https://t.co/mNq8Twmxcl",joy (R)
"on a serious note vorrei ringraziare namjoon che mi ricorda che le pippe mentali che mi faccio sono normali e che niente è temporaneo e ho sempre tempo per migliorare me stessa, un passo alla volta 💖  #HappyBirthdayNamjoon #NamjoonDay #Namjoon https://t.co/Pw2tnAhBf3",joy (R)
Buon compleanno alla persona che ha ispirato milioni di cuori. Sono sicura che non solo io ma anche altre army abbiano imparato ad amare se stesse grazie alle tue parole. Perché Kim Namjoon tu vali e le tue parole ne sono la prova💜  #HappyBirthdayNamjoon #thank_you_남준이_돼줘서 https://t.co/sc20SN6fbE,joy (R)
uno dei match che mi ha più emozionato da quando seguo il tennis,joy (R)
@Fedez Che tristezza leggere queste cose su un giornale che dovrebbe fare informazione. In questo modo così infantile. Mi sembra una disputa tra quindicenni. Sono abbastanza disgustato. La famiglia di Willy merita di leggere di meglio sulla loro irreparabile perdita.,sadness (E)
"Comunque auguri al miglior leader di sempre, ti stimo tanto ❤️ #HappyBirthdayNamjoon",joy (R)
"Quando capirete che Valentina Nappi è una cogliona ignorante che sta dicendo stronzate maschiliste solo per avere i suoi cinque minuti popolarità e farvi incazzare, sarà troppo tardi",anger (W)
"Vivete nell'ignoranza pura, e ci sguazzate come fosse il mare della Sardegna. Sia mai leggere, informarsi e sviluppare capacità e senso critico. Ma no, più facile prendersela con Fedez e la Ferragni.",anger (W)
"Questo dedicato ai coglioni, perché sono COGLIONI,che invece di combattere per il diritto allo studio garantito a TUTTI ciarlano di altre forme fantasiose.  NON SIETE ÉLITE E NON POTETE PENSARE COME LORO. COGLIONI.",anger (W)
"Ma come il rinnovo e poi prestito, basta basta ora mi metto a piangere per davvero",sadness (E)
Ecco perché questo è un Paese senza speranza..... https://t.co/wDaSzsjoO8,sadness (E)
Non me ne capacito ancora... 💔 #TheGoodDoctor https://t.co/CyR89NTrMR,sadness (E)
Ogni tanto una bella notizia. #Ulisse @albertoangela,joy (R)
#roma #17settembre  Ennesimo incendio sull'Olimpica a ridosso dei margini dell'Aniene...dopo quello di qualche settimana fa. Non ci sono sindaci o giunte che riescano a risolvere il problema una volta per tutte. Per usare un francesismo: avete rotto er cazzo!!!,anger (W)
"Qualcuno crede che ottenuto il #Mes, questo #GovernodellaVergogna farà cessare il clima di terrore instaurato nel paese. Errore! Tutto questo durerà fino al 2023, e se non ci svegliamo in fretta, sollevandoci, anche oltre. #COVID__19",anger (W)
@paola_demicheli I #DecretiSicurezza #Salvini sono una risposta a una volontà dell'elettorato emersa chiaramente nelle elezioni politiche 2018. Andate pure contro la volontà popolare. Su questo tema siete già stati bocciati dagli italiani. Lo sarete ancora.Per il #M5S l'immagine parla da sola. https://t.co/vdk1Ax2zvD,anger (W)
"Cosa vuoi dire, se non LEGGENDA?#Nadal #RG20",joy (R)
"Ancora al parco giochi (PER BAMBINI!) di via B. Marcello a #Milano. I #bambini vengono PRIVATI dei loro giochi, ma gli #immigrati possono infettare liberamente senza mascherine invadendo un luogo per bimbi. #Sala assente. Altro che #COVID__19, altro che #Dpcm https://t.co/cwEmyne7o6",anger (W)
"Proprio un ""bel quadro di famiglia"" con la loro bambina al centro. Tale scena è molto significativa sulla scia della solida coppia e non di quella che scoppia con ripercussioni su molteplici piani (giuridico; morale; ecc.). Presumo che ritorneranno comunque nella città meneghina.",joy (R)
#DittaturaSanitaria Ma mettetela la mascherina che vi puzza l'alito.,anger (W)
"É stato bello finché é durato Carletto, se esci indenne anche da Rosberg sei stato proprio miracolato da dio",anger (W)
"ai #nomask via pure il casco e la cintura di sicurezza, così stanno sereni, senza costrizioni.#DittaturaSanitaria",anger (W)
La soppressione della #Costituzione attraverso circolari.Chi non capisce adesso non capirà mai,anger (W)
Se il calcio deve dipendere da #deluca sarebbe una grottesca puttanata!,anger (W)
#Dpcm  giuro perdo la pazienza ve le incollo con l’attack ste cazzo dì mascherine e non vi lamentate se ci chiudono .#lockdown #iononrischio2020,anger (W)
"Ti ho preceduto, la sto indossando già da una settimana la ffp2, 👌🤗👌",joy (R)
Sono così fiera di te.. Un intervista bellissima e interessante..non smetti mai di stupirmi ♥♥♥♥#VerissimoCanYaman,joy (R)
Ma il fisico di Guenda? 😍#GFVIP,joy (R)
"Le cassiere dei supermercati hanno passato tutto il lockdown a lavorare, i bambini sono stipati a scuola, decine di persone che si alitano addosso al ristorante ma... il problema adesso è chi non porta la #mascherina all'aperto! Coglioni ne abbiamo? 😂😷 #DittaturaSanitaria",anger (W)
I #NoMask a Roma oggi facevano bene a stare senza mascherina: non va portata nei luoghi desolati.,anger (W)
"E proprio quello il tuo posto nel mondo,dove batte il cuore,e il nostro cuore per te batte tantissimo #VerissimoCanYaman",joy (R)
"Al #Diego  non lo ferma nemmeno il #Covid_19.Gli si è avvicinato come migliaia di avversari...e lui come al solito, senza guardarlo...lo ha dribblato, lasciandolo sul posto!Felice per te #Maradona!#SereieA #ForzaNapoliSempre",joy (R)
La cosa si fa seria😍🤩è intervenuto il @Codacons @Adnkronos @GrandeFratello #GFVIP @Notiziedi_it @Novella_2000 #televoto,joy (R)
#NiallHoranIsLoved  sei letteralmente una delle persone piú buone che io conosca ti amo infinitamente nello https://t.co/cD2dKHJOm7,joy (R)
"Sapete mica se il Viminale quando ha finito di occuparsi della tenuta da jogging, può buttare l'occhio pure sulle centinaia di clandestini che stanno sbarcando? 🤔",anger (W)
